[INFO-1]
PC31;d8:5e:d3:ac:67:be;172.30.200.219;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC32;74:56:3c:b1:ea:bd;172.30.200.220;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC33;d8:43:ae:61:ee:87;172.30.200.221;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC34;d8:43:ae:61:ee:84;172.30.200.222;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC41;d8:43:ae:8f:f3:19;172.30.200.223;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC42;d8:43:ae:8f:f3:14;172.30.200.224;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC43;d8:43:ae:68:08:4b;172.30.200.225;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;
PC44;d8:43:ae:68:08:41;172.30.200.226;172.30.200.193;10.239.3.7;10.239.3.8;172.30.200.254;dummy;

[DAM-2]
PC01;00:e0:4c:04:e6:d3;10.116.0.189;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC11;00:e0:4c:04:f0:eb;10.116.0.130;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC12;00:e0:4c:04:f0:11;10.116.0.131;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC13;00:e0:4c:04:e9:c4;10.116.0.132;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC14;00:e0:4c:04:f5:07;10.116.0.133;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC15;00:e0:4c:04:f2:f2;10.116.0.134;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC16;00:e0:4c:04:f4:eb;10.116.0.135;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC21;00:e0:4c:04:f9:2c;10.116.0.136;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC22;00:e0:4c:04:f7:66;10.116.0.137;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC23;00:e0:4c:04:f5:72;10.116.0.138;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC24;00:e0:4c:04:e4:fa;10.116.0.139;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC25;00:e0:4c:04:f7:a4;10.116.0.140;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC26;00:e0:4c:04:f1:b6;10.116.0.141;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC31;00:e0:4c:04:f2:eb;10.116.0.142;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC32;00:e0:4c:04:f4:73;10.116.0.143;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC33;00:e0:4c:04:f1:25;10.116.0.144;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC34;00:e0:4c:04:fb:0d;10.116.0.145;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC35;00:e0:4c:04:f5:9d;10.116.0.146;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC36;00:e0:4c:04:f6:44;10.116.0.147;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC41;00:e0:4c:04:f2:51;10.116.0.148;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC42;00:e0:4c:04:fa:03;10.116.0.149;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC43;00:e0:4c:04:e4:ba;10.116.0.150;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC44;00:e0:4c:04:ee:42;10.116.0.151;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC45;00:e0:4c:04:fa:af;10.116.0.152;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;
PC46;00:e0:4c:04:ef:d5;10.116.0.153;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.189;dummy;

[DAM-1]
PC01;b0:6e:bf:d1:64:bd;10.116.0.190;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC11;1c:1b:0d:42:5c:2d;10.116.0.154;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC12;1c:1b:0d:43:ab:43;10.116.0.155;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC13;1c:1b:0d:43:ab:35;10.116.0.156;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC14;1c:1b:0d:44:02:93;10.116.0.157;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC15;1c:1b:0d:44:61:78;10.116.0.158;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC16;1c:1b:0d:42:5c:0b;10.116.0.159;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC21;1c:1b:0d:42:5d:f4;10.116.0.160;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC22;1c:1b:0d:43:85:8f;10.116.0.161;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC23;1c:1b:0d:42:5d:bd;10.116.0.162;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC24;1c:1b:0d:42:5b:62;10.116.0.163;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC25;1c:1b:0d:42:5d:f9;10.116.0.164;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC26;1c:1b:0d:44:02:4f;10.116.0.165;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC31;1c:1b:0d:42:5e:33;10.116.0.166;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC32;1c:1b:0d:44:03:12;10.116.0.167;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC33;1c:1b:0d:42:57:24;10.116.0.168;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC34;1c:1b:0d:44:02:d6;10.116.0.169;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC35;1c:1b:0d:42:57:74;10.116.0.170;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC36;1c:1b:0d:42:57:27;10.116.0.171;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC41;1c:1b:0d:42:4b:a7;10.116.0.172;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC42;1c:1b:0d:42:5b:71;10.116.0.173;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC43;1c:1b:0d:42:5b:93;10.116.0.174;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC44;1c:1b:0d:42:5c:2b;10.116.0.175;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC45;e0:d5:5e:df:0f:5a;10.116.0.176;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC46;1c:1b:0d:42:5d:ed;10.116.0.177;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC51;40:8d:5c:27:18:5c;10.116.0.178;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC52;40:8d:5c:27:19:60;10.116.0.179;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC53;02:42:cf:11:f6:cd;10.116.0.180;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC54;1c:1b:0d:42:56:8e;10.116.0.181;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC55;1c:1b:0d:43:ab:3e;10.116.0.182;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;
PC56;sin RAM;10.116.0.183;10.116.0.129;10.239.3.7;10.239.3.8;10.116.0.190;dummy;

[ASIR-2]
PC01;88:ae:dd:59:e0:86;10.116.64.189;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC11;88:ae:dd:59:e0:8d;10.116.64.130;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC12;88:ae:dd:59:e0:2d;10.116.64.131;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC13;88:ae:dd:59:df:C8;10.116.64.132;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC14;88:ae:dd:59:dd:99;10.116.64.133;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC15;88:ae:dd:59:e0:a0;10.116.64.134;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC16;88:ae:dd:59:df:9e;10.116.64.135;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC17;88:ae:dd:59:e5:cb;10.116.64.136;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC18;88:ae:dd:59:de:9f;10.116.64.137;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC21;88:ae:dd:59:dc:88;10.116.64.138;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC22;88:ae:dd:59:e1:c5;10.116.64.139;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC23;88:ae:dd:59:e0:82;10.116.64.140;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC24;88:ae:dd:59:e0:8a;10.116.64.141;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC25;88:ae:dd:59:e0:29;10.116.64.142;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC26;88:ae:dd:59:e0:87;10.116.64.143;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC27;88:ae:dd:59:e0:33;10.116.64.144;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC28;88:ae:dd:59:dc:89;10.116.64.145;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC31;88:ae:dd:1d:6f:71;10.116.64.146;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC32;88:ae:dd:59:df:a6;10.116.64.147;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC33;88:ae:dd:59:df:53;10.116.64.148;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC34;88:ae:dd:59:e6:07;10.116.64.149;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;
PC35;88:ae:dd:59:df:60;10.116.64.150;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.189;dummy;

[ASIR-1]
PC01;40:8d:5c:27:5d:6d;10.116.64.190;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC11;10:7b:44:4e:76:ca;10.116.64.151;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC12;fc:aa:14:04:63:3f;10.116.64.152;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC13;40:8d:5c:92:c3:3d;10.116.64.153;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC14;fc:aa:14:04:60:11;10.116.64.154;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC15;fc:aa:14:04:5e:33;10.116.64.155;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC16;fc:aa:14:04:47:72;10.116.64.156;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC17;fc:aa:14:06:67:29;10.116.64.157;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC18;40:8d:5c:28:da:c5;10.116.64.158;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC21;fc:aa:14:06:6a:01;10.116.64.159;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC22;fc:aa:14:06:6b:29;10.116.64.160;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
