[INFO-1]
PC23;fc:aa:14:04:63:34;10.116.64.161;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC24;fc:aa:14:04:63:57;10.116.64.162;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC25;fc:aa:14:06:63:70;10.116.64.163;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC26;fc:aa:14:04:67:64;10.116.64.164;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC27;fc:aa:14:04:63:40;10.116.64.165;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC28;40:8d:5c:27:d8:ed;10.116.64.166;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC31;fc:aa:14:06:65:90;10.116.64.167;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC32;fc:aa:14:06:51:1d;10.116.64.168;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC33;fc:aa:14:04:62:f0;10.116.64.169;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC34;40:8d:5c:27:fd:08;10.116.64.170;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC35;40:8d:5c:27:1b:72;10.116.64.171;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC36;fc:aa:14:04:64:66;10.116.64.172;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC37;fc:aa:14:06:50:84;10.116.64.173;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;
PC38;b0:6e:bf:d1:79:76;10.116.64.174;10.116.64.129;10.239.3.7;10.239.3.8;10.116.64.190;dummy;

[1SMR-A]
PC01;00:e0:4c:04:ec:bc;10.116.128.189;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC11;00:e0:4c:04:f5:e8;10.116.128.130;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC12;00:e0:4c:04:ea:8f;10.116.128.131;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC13;00:e0:4c:04:e7:03;10.116.128.132;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC14;00:e0:4c:04:f9:58;10.116.128.133;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC15;00:e0:4c:04:f5:5a;10.116.128.134;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC16;00:e0:4c:04:f4:c9;10.116.128.135;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC21;00:e0:4c:04:f6:7e;10.116.128.136;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC22;00:e0:4c:04:f5:7b;10.116.128.137;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC23;00:e0:4c:04:f2:f8;10.116.128.138;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC24;00:e0:4c:04:f9:1f;10.116.128.139;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC25;00:e0:4c:04:f5:4d;10.116.128.140;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC26;00:e0:4c:04:f5:8d;10.116.128.141;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC31;00:e0:4c:04:f9:ae;10.116.128.142;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC32;00:e0:4c:04:f7:34;10.116.128.143;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC33;00:e0:4c:04:f5:24;10.116.128.144;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC34;00:e0:4c:04:fa:34;10.116.128.145;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC35;00:e0:4c:04:f5:f7;10.116.128.146;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC36;00:0e:4c:04:fa:85;10.116.128.147;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC41;00:e0:4c:04:e4:a5;10.116.128.148;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC42;00:e0:4c:04:f5:ce;10.116.128.149;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC43;00:e0:4c:04:f8:68;10.116.128.150;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC44;00:e0:4c:04:f8:2f;10.116.128.151;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC45;00:e0:4c:04:ed:27;10.116.128.152;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;
PC46;;10.116.128.153;10.116.128.129;10.239.3.7;10.239.3.8;10.116.128.189;dummy;

